[KeOps] Warning : cuda was detected, but driver API could not be initialized. Switching to cpu only.
Folder already exists: results/texas
experiment: 0
Dataset size (num_nodes): 183, Intended development set size (num_development): 1500
Dataset size (num_nodes): 183, Actual development set size (num_development): 83
rations: train 60, val 23, test 100
sigma 1.0
rtol 0.001
t1 1.0
GNSDEEarly
qy0_mean
torch.Size([1, 16])
qy0_logvar
torch.Size([1, 16])
m1.weight
torch.Size([16, 1703])
m1.bias
torch.Size([16])
m2.weight
torch.Size([5, 16])
m2.bias
torch.Size([5])
gnsde_drift_net.0.layer.weight
torch.Size([16, 17])
gnsde_drift_net.0.layer.bias
torch.Size([16])
gnsde_drift_net.1.layer.weight
torch.Size([16, 16])
gnsde_drift_net.1.layer.bias
torch.Size([16])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([16, 16])
odeblock.odefunc.d
torch.Size([16])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([16, 16])
odeblock.reg_odefunc.odefunc.d
torch.Size([16])
Epoch: 001, Runtime 1.021932, Loss 1.677713, forward nfe 4, backward nfe 0, Train: 0.2833, Val: 0.3478, Test: 0.3400, Best time: 1.0000
Epoch: 002, Runtime 1.062126, Loss 1.402277, forward nfe 20, backward nfe 0, Train: 0.2833, Val: 0.6522, Test: 0.3600, Best time: 1.0000
Epoch: 003, Runtime 1.040848, Loss 1.431428, forward nfe 36, backward nfe 0, Train: 0.4167, Val: 0.7391, Test: 0.3800, Best time: 1.0000
Epoch: 004, Runtime 0.908807, Loss 1.310014, forward nfe 52, backward nfe 0, Train: 0.4167, Val: 0.7391, Test: 0.3800, Best time: 1.0000
Epoch: 005, Runtime 0.913660, Loss 1.229649, forward nfe 68, backward nfe 0, Train: 0.4167, Val: 0.7391, Test: 0.3800, Best time: 1.0000
Epoch: 006, Runtime 0.918866, Loss 1.121127, forward nfe 84, backward nfe 0, Train: 0.4167, Val: 0.7391, Test: 0.3800, Best time: 1.0000
Epoch: 007, Runtime 0.918587, Loss 1.054549, forward nfe 100, backward nfe 0, Train: 0.4167, Val: 0.7391, Test: 0.3800, Best time: 1.0000
Epoch: 008, Runtime 0.914230, Loss 1.005638, forward nfe 116, backward nfe 0, Train: 0.4167, Val: 0.7391, Test: 0.3800, Best time: 1.0000
Epoch: 009, Runtime 0.915801, Loss 0.850154, forward nfe 132, backward nfe 0, Train: 0.4167, Val: 0.7391, Test: 0.3800, Best time: 1.0000
Epoch: 010, Runtime 0.923549, Loss 0.788427, forward nfe 148, backward nfe 0, Train: 0.4167, Val: 0.7391, Test: 0.3800, Best time: 1.0000
Epoch: 011, Runtime 0.913024, Loss 0.657671, forward nfe 164, backward nfe 0, Train: 0.4167, Val: 0.7391, Test: 0.3800, Best time: 1.0000
