[KeOps] Warning : cuda was detected, but driver API could not be initialized. Switching to cpu only.
Folder already exists: results/citeseer
model oversmoothing_2_TRUE_LGNSDE_sigma1.0_rtol0.01_t1.0
experiment: 0
Dataset size (num_nodes): 2120, Intended development set size (num_development): 1500
Dataset size (num_nodes): 2120, Actual development set size (num_development): 1500
rations: train 120, val 1380, test 620
Adding layer 1
Adding final layer 1
using file gn_sde.py
sigma 1.0
rtol 0.01
t1 1.0
Dataset size (num_nodes): 2120, Intended development set size (num_development): 1500
Dataset size (num_nodes): 2120, Actual development set size (num_development): 1500
rations: train 120, val 1380, test 620
LatentGraphSDE(
  (net): DriftNN(
    (layers): ModuleList(
      (0): MyGCN(
        (activation): Softplus(beta=1, threshold=20)
        (conv1): GCNConv(81, 80)
      )
      (1): MyGCN(
        (activation): Softplus(beta=1, threshold=20)
        (conv1): GCNConv(80, 80)
      )
      (2): MyGCN(
        (conv1): GCNConv(80, 80)
      )
    )
  )
  (in_net): MyGCN(
    (conv1): GCNConv(3703, 80)
  )
  (projection_net): Sequential(
    (0): Flatten(start_dim=1, end_dim=-1)
    (1): MyGCN(
      (conv1): GCNConv(80, 6)
    )
  )
)
qy0_mean
torch.Size([1, 80])
qy0_logvar
torch.Size([1, 80])
net.layers.0.conv1.bias
torch.Size([80])
net.layers.0.conv1.lin.weight
torch.Size([80, 81])
net.layers.1.conv1.bias
torch.Size([80])
net.layers.1.conv1.lin.weight
torch.Size([80, 80])
net.layers.2.conv1.bias
torch.Size([80])
net.layers.2.conv1.lin.weight
torch.Size([80, 80])
in_net.conv1.bias
torch.Size([80])
in_net.conv1.lin.weight
torch.Size([80, 3703])
projection_net.1.conv1.bias
torch.Size([6])
projection_net.1.conv1.lin.weight
torch.Size([6, 80])
Epoch: 001, Runtime 31.324270, Loss 2.303730, forward nfe 0, backward nfe 0, Train: 0.1583, Val: 0.1877, Test: 0.1968, Best time: 7.8741
Epoch: 002, Runtime 27.041858, Loss 2.005668, forward nfe 0, backward nfe 0, Train: 0.1583, Val: 0.1877, Test: 0.1968, Best time: 7.8741
Epoch: 003, Runtime 27.017676, Loss 1.897902, forward nfe 0, backward nfe 0, Train: 0.1583, Val: 0.1877, Test: 0.1968, Best time: 7.8741
Epoch: 004, Runtime 26.557027, Loss 1.887357, forward nfe 0, backward nfe 0, Train: 0.2750, Val: 0.1906, Test: 0.1806, Best time: 7.8741
Epoch: 005, Runtime 24.682380, Loss 1.896317, forward nfe 0, backward nfe 0, Train: 0.2750, Val: 0.1906, Test: 0.1806, Best time: 7.8741
Epoch: 006, Runtime 24.867330, Loss 1.828876, forward nfe 0, backward nfe 0, Train: 0.2917, Val: 0.2058, Test: 0.2065, Best time: 7.8741
Epoch: 007, Runtime 24.013320, Loss 1.708820, forward nfe 0, backward nfe 0, Train: 0.3083, Val: 0.2123, Test: 0.2065, Best time: 7.8741
Epoch: 008, Runtime 23.270405, Loss 1.738579, forward nfe 0, backward nfe 0, Train: 0.3083, Val: 0.2123, Test: 0.2065, Best time: 7.8741
Epoch: 009, Runtime 23.383927, Loss 1.609716, forward nfe 0, backward nfe 0, Train: 0.3917, Val: 0.2428, Test: 0.2371, Best time: 7.8741
Epoch: 010, Runtime 22.508219, Loss 1.544537, forward nfe 0, backward nfe 0, Train: 0.4083, Val: 0.2906, Test: 0.2952, Best time: 7.8741
Epoch: 011, Runtime 21.972513, Loss 1.495707, forward nfe 0, backward nfe 0, Train: 0.4417, Val: 0.3152, Test: 0.2790, Best time: 7.8741
Epoch: 012, Runtime 21.966553, Loss 1.306477, forward nfe 0, backward nfe 0, Train: 0.5667, Val: 0.3478, Test: 0.3726, Best time: 7.8741
Epoch: 013, Runtime 21.100549, Loss 1.357601, forward nfe 0, backward nfe 0, Train: 0.4750, Val: 0.3623, Test: 0.3823, Best time: 7.8741
Epoch: 014, Runtime 20.944075, Loss 1.349379, forward nfe 0, backward nfe 0, Train: 0.5667, Val: 0.3913, Test: 0.3968, Best time: 7.8741
