[KeOps] Warning : cuda was detected, but driver API could not be initialized. Switching to cpu only.
Folder already exists: results/cornell
experiment: 0
Dataset size (num_nodes): 183, Intended development set size (num_development): 1500
Dataset size (num_nodes): 183, Actual development set size (num_development): 83
rations: train 64, val 19, test 100
sigma 1.0
rtol 0.001
t1 1.0
GNSDEEarly
qy0_mean
torch.Size([1, 16])
qy0_logvar
torch.Size([1, 16])
m1.weight
torch.Size([16, 1703])
m1.bias
torch.Size([16])
m2.weight
torch.Size([5, 16])
m2.bias
torch.Size([5])
gnsde_drift_net.0.layer.weight
torch.Size([16, 17])
gnsde_drift_net.0.layer.bias
torch.Size([16])
gnsde_drift_net.1.layer.weight
torch.Size([16, 16])
gnsde_drift_net.1.layer.bias
torch.Size([16])
odeblock.odefunc.alpha_train
torch.Size([])
odeblock.odefunc.beta_train
torch.Size([])
odeblock.odefunc.alpha_sc
torch.Size([1])
odeblock.odefunc.beta_sc
torch.Size([1])
odeblock.odefunc.w
torch.Size([16, 16])
odeblock.odefunc.d
torch.Size([16])
odeblock.reg_odefunc.odefunc.alpha_train
torch.Size([])
odeblock.reg_odefunc.odefunc.beta_train
torch.Size([])
odeblock.reg_odefunc.odefunc.alpha_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.beta_sc
torch.Size([1])
odeblock.reg_odefunc.odefunc.w
torch.Size([16, 16])
odeblock.reg_odefunc.odefunc.d
torch.Size([16])
Epoch: 001, Runtime 0.732356, Loss 1.887961, forward nfe 4, backward nfe 0, Train: 0.2344, Val: 0.2632, Test: 0.1800, Best time: 1.0000
Epoch: 002, Runtime 0.842051, Loss 1.554909, forward nfe 20, backward nfe 0, Train: 0.6406, Val: 0.5263, Test: 0.4600, Best time: 1.0000
Epoch: 003, Runtime 0.815371, Loss 1.493119, forward nfe 36, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 004, Runtime 0.654870, Loss 1.322482, forward nfe 52, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 005, Runtime 0.639038, Loss 1.172574, forward nfe 68, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 006, Runtime 0.632437, Loss 1.064306, forward nfe 84, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 007, Runtime 0.625627, Loss 0.972780, forward nfe 100, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 008, Runtime 0.781011, Loss 0.800851, forward nfe 116, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 009, Runtime 0.725910, Loss 0.811098, forward nfe 132, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 010, Runtime 0.679946, Loss 0.677932, forward nfe 148, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 011, Runtime 0.665163, Loss 0.590165, forward nfe 164, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 012, Runtime 0.658652, Loss 0.582837, forward nfe 180, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 013, Runtime 0.671576, Loss 0.466631, forward nfe 196, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 014, Runtime 0.674284, Loss 0.352084, forward nfe 212, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 015, Runtime 0.664366, Loss 0.329303, forward nfe 228, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 016, Runtime 0.661723, Loss 0.273492, forward nfe 244, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 017, Runtime 0.686509, Loss 0.284318, forward nfe 260, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 018, Runtime 0.682355, Loss 0.281633, forward nfe 276, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 019, Runtime 0.672839, Loss 0.194846, forward nfe 292, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 020, Runtime 0.666709, Loss 0.159276, forward nfe 308, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 021, Runtime 0.680975, Loss 0.185914, forward nfe 324, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 022, Runtime 0.678088, Loss 0.159777, forward nfe 340, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 023, Runtime 0.668056, Loss 0.157181, forward nfe 356, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 024, Runtime 0.673141, Loss 0.150350, forward nfe 372, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 025, Runtime 0.684307, Loss 0.106026, forward nfe 388, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 026, Runtime 0.684502, Loss 0.124866, forward nfe 404, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 027, Runtime 0.668991, Loss 0.139963, forward nfe 420, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 028, Runtime 0.668511, Loss 0.113973, forward nfe 436, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 029, Runtime 0.680360, Loss 0.069153, forward nfe 452, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 030, Runtime 0.678453, Loss 0.116282, forward nfe 468, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 031, Runtime 0.666357, Loss 0.111950, forward nfe 484, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 032, Runtime 0.677052, Loss 0.065329, forward nfe 500, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 033, Runtime 0.675652, Loss 0.107544, forward nfe 516, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 034, Runtime 0.677765, Loss 0.042156, forward nfe 532, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 035, Runtime 0.669615, Loss 0.107688, forward nfe 548, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 036, Runtime 0.693884, Loss 0.061432, forward nfe 564, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 037, Runtime 0.684145, Loss 0.068999, forward nfe 580, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 038, Runtime 0.685169, Loss 0.062813, forward nfe 596, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 039, Runtime 0.690628, Loss 0.049772, forward nfe 612, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 040, Runtime 0.691870, Loss 0.073615, forward nfe 628, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 041, Runtime 0.694477, Loss 0.068192, forward nfe 644, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 042, Runtime 0.693901, Loss 0.089965, forward nfe 660, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 043, Runtime 0.702983, Loss 0.078923, forward nfe 676, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 044, Runtime 0.733039, Loss 0.034699, forward nfe 692, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 045, Runtime 0.772449, Loss 0.084788, forward nfe 708, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 046, Runtime 0.703455, Loss 0.062955, forward nfe 724, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 047, Runtime 0.704474, Loss 0.036113, forward nfe 740, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 048, Runtime 0.704912, Loss 0.058288, forward nfe 756, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 049, Runtime 0.706110, Loss 0.047133, forward nfe 772, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 050, Runtime 0.703879, Loss 0.073821, forward nfe 788, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 051, Runtime 0.716204, Loss 0.061243, forward nfe 804, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 052, Runtime 0.699128, Loss 0.064200, forward nfe 820, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 053, Runtime 0.706278, Loss 0.052115, forward nfe 836, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 054, Runtime 0.717879, Loss 0.084355, forward nfe 852, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 055, Runtime 0.708461, Loss 0.040688, forward nfe 868, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 056, Runtime 0.709248, Loss 0.023474, forward nfe 884, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 057, Runtime 0.705017, Loss 0.042462, forward nfe 900, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 058, Runtime 0.713804, Loss 0.050820, forward nfe 916, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 059, Runtime 0.708566, Loss 0.036587, forward nfe 932, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 060, Runtime 0.711959, Loss 0.024169, forward nfe 948, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 061, Runtime 0.696940, Loss 0.030186, forward nfe 964, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 062, Runtime 0.710925, Loss 0.054225, forward nfe 980, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 063, Runtime 0.709706, Loss 0.047339, forward nfe 996, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 064, Runtime 0.696748, Loss 0.032866, forward nfe 1012, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 065, Runtime 0.684563, Loss 0.027745, forward nfe 1028, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 066, Runtime 0.709232, Loss 0.049527, forward nfe 1044, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 067, Runtime 0.707760, Loss 0.054221, forward nfe 1060, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 068, Runtime 0.719314, Loss 0.043132, forward nfe 1076, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 069, Runtime 0.708663, Loss 0.076167, forward nfe 1092, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 070, Runtime 0.728932, Loss 0.038297, forward nfe 1108, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 071, Runtime 0.702538, Loss 0.044958, forward nfe 1124, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 072, Runtime 0.699764, Loss 0.014564, forward nfe 1140, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 073, Runtime 0.713084, Loss 0.045108, forward nfe 1156, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 074, Runtime 0.703964, Loss 0.074305, forward nfe 1172, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 075, Runtime 0.717996, Loss 0.045868, forward nfe 1188, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 076, Runtime 0.728010, Loss 0.034515, forward nfe 1204, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 077, Runtime 0.733335, Loss 0.053427, forward nfe 1220, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 078, Runtime 0.724484, Loss 0.099681, forward nfe 1236, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 079, Runtime 0.723536, Loss 0.032550, forward nfe 1252, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 080, Runtime 0.827339, Loss 0.020912, forward nfe 1268, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 081, Runtime 0.731064, Loss 0.033115, forward nfe 1284, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 082, Runtime 0.699549, Loss 0.031957, forward nfe 1300, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 083, Runtime 0.702573, Loss 0.065272, forward nfe 1316, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 084, Runtime 0.714485, Loss 0.066720, forward nfe 1332, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 085, Runtime 0.699845, Loss 0.023476, forward nfe 1348, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 086, Runtime 0.700877, Loss 0.062224, forward nfe 1364, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 087, Runtime 0.722754, Loss 0.015966, forward nfe 1380, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 088, Runtime 0.705070, Loss 0.022956, forward nfe 1396, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 089, Runtime 0.702812, Loss 0.040401, forward nfe 1412, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 090, Runtime 0.732422, Loss 0.045973, forward nfe 1428, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
Epoch: 091, Runtime 0.748950, Loss 0.056783, forward nfe 1444, backward nfe 0, Train: 0.7188, Val: 0.8947, Test: 0.5500, Best time: 1.0000
